text,label,source
me not waking up until 4 in the afternoon sup,legitimate,UCI_SMS
upon further consideration the ongoing responsibility of doorstep activities will fall to the market risk ted murphy et al group within rac my original intention here was to streamline a costly and time consuming process and for whatever reason it seems the exact opposite goal has been achieved please discontinue any activities related to this project thanks rick,legitimate,enron
dating i have had two of these only started after i sent a text to talk sport radio last week any connection do you think or coincidence,phishing,UCI_SMS
sally long time no see wanted to congratulate you on your recent promotion way to go richard weeks enron broadband services purchasing processing manager office 713 853 6995 cell 713 516 2581 email richard weeks enron net,legitimate,enron
thanks for the note i hope that you are enjoying your role in ees,legitimate,enron
sms services for your inclusive text credits pls gotto www comuk net login 3qxj9 unsubscribe with stop no extra charge help 08702840625 comuk 220cm2 9ae,phishing,UCI_SMS
hey j r u feeling any better hopeso hunny i amnow feelin ill ithink i may have tonsolitusaswell damn iam layin in bedreal bored lotsof luv me xxxx,legitimate,UCI_SMS
hurry up i ve been weed deficient for like three days,legitimate,UCI_SMS
feel yourself that you are always happy slowly it becomes your habit amp finally it becomes part of your life follow it happy morning amp have a happy day,legitimate,UCI_SMS
wanna have a laugh try chit chat on your mobile now logon by txting the word chat and send it to no 8883 cm po box 4217 london w1a 6zf 16 118p msg rcvd,phishing,UCI_SMS
someone has contacted our dating service and entered your phone because they fancy you to find out who it is call from a landline 09111032124 pobox12n146tf150p,phishing,UCI_SMS
sms auction a brand new nokia 7250 is up 4 auction today auction is free 2 join take part txt nokia to 86021 now,phishing,UCI_SMS
yup,legitimate,UCI_SMS
im good i have been thinking about you,legitimate,UCI_SMS
freemsg hi baby wow just got a new cam moby wanna c a hot pic or fancy a chat im w8in 4utxt rply chat to 82242 hlp 08712317606 msg150p 2rcv,phishing,UCI_SMS
claim a 200 shopping spree just call 08717895698 now have you won mobstorequiz10ppm,phishing,UCI_SMS
i know that you do not need numbers until late next month but i thought you might want an early look at may one number is particularly interesting var for the total return swaps you will notice that it decreased substantially from about 20 million in march to about 8 million in may we had several deals that expired churchill piti guam and blackbird reducing risk and only one new one motown most importantly we cut back on our exposure to rhythms from 5 4 million shares in april to 4 7 million in may and the stock price continued to fall from 36 to 21 to 16 per share the less the investment is worth the less we can lose in it we will send you june numbers as we collect them regards eugenio,legitimate,enron
watching telugu movie wat abt u,legitimate,UCI_SMS
forwarded by phillip k allen hou ect on 03 22 2000 01 46 pm from colleen sullivan 03 22 2000 08 42 am to hunter s shively hou ect ect phillip k allen hou ect ect scott neal hou ect ect thomas a martin hou ect ect cc bhavna pandya hou ect ect subject meeting thursday march 23 11 15 am please plan on attending a meeting on thursday march 23 at 11 15 am in room 3127 this meeting will be brief i would like to take the time to introduce bhavna pandya and get some input from you on various projects she will be assisting us with thank you,legitimate,enron
yep then is fine 7 30 or 8 30 for ice age,legitimate,UCI_SMS
gudnite tc practice going on,legitimate,UCI_SMS
hope you are having a good week just checking in,legitimate,UCI_SMS
do you want a new video handset 750 any time any network mins unlimited text camcorder reply or call now 08000930705 for del sat am,phishing,UCI_SMS
did you catch the bus are you frying an egg did you make a tea are you eating your mom s left over dinner do you feel my love,legitimate,UCI_SMS
you have 1 new voicemail please call 08719181513,phishing,UCI_SMS
gent we are trying to contact you last weekends draw shows that you won a 1000 prize guaranteed call 09064012160 claim code k52 valid 12hrs only 150ppm,phishing,UCI_SMS
0a networks allow companies to bill for sms so they are responsible for their suppliers just as a shop has to give a guarantee on what they sell b g,phishing,UCI_SMS
directions to enron corp aviation from downtown take i 45 north to i 10 east the 3rd exit is hardy toll road you will see irvington blvd hardy road then hardy toll road continue on toll road until you come to forst booth pay 1 00 continue on toll road until the next exit which is rankin road exit rankin there will be another toll booth pay 25 cents take a right on rankin and continue to the next light which is aldine westfield cross through this light police academy will be on the left hand side of road and continue on rankin until you can take your first left which is chanute road you will see a large hangar that has allied signal garrett aviation written on it this is chanute road turn left on chanute and continue on this road until you come to the last group of buildings take a right down drive and go all the way to the end you will dead end into our fence on a post on the right hand side of the fence are the numbers 17630 that is our address there is a black phone on the left you need to pick up this phone to be admitted i 45 going south or north continue on i 45 until you come to kuykendahl rankin road exit take left under freeway if you are going south on i 45 and continue on rankin road take a right off of freeway if you are going north on i 45 and at the light take a rignt on rankin road main lights you will come to are at hardy road the hardy toll road and aldine westfield cross through light at aldine westfield and take first left to chanute road follow above instructions from there from hwy 59 going south or north hwy 59 to greens road exit proceed on greens road until you come to a light at jfk blvd go through this light and take a right at the next light which is rankin road continue on rankin until you can see the back side of the allied signal garrett aviation hangar turn right at this hangar this is chanute road go to last group of buildings and turn right down that drive go to end above fence on right hand side are the numbers 17630 this is our address pick up phone on left to be admitted,legitimate,enron
